Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner
"Columbus, Ohio, USA",Bryan Barberena,Matt Brown,0,0,111,81,0,5,0,0,Welterweight,S-DEC,3,5:00,UFC Fight Night,26-Mar-22,Bryan Barberena
"Columbus, Ohio, USA",Kai Kara-France,Askar Askarov,0,0,51,27,0,2,0,2,Flyweight,U-DEC,3,5:00,UFC Fight Night,26-Mar-22,Kai Kara-France
"Columbus, Ohio, USA",Neil Magny,Max Griffin,0,1,54,67,1,0,0,0,Welterweight,S-DEC,3,5:00,UFC Fight Night,26-Mar-22,Neil Magny
"Columbus, Ohio, USA",Marc Diakiese,Viacheslav Borshchev,0,0,17,12,11,0,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,26-Mar-22,Marc Diakiese
"Columbus, Ohio, USA",Sara McMann,Karol Rosa,0,0,24,26,4,1,0,0,Women's Bantamweight,U-DEC,3,5:00,UFC Fight Night,26-Mar-22,Sara McMann
"Columbus, Ohio, USA",Chris Gutierrez,Batgerel Danaa,1,0,41,30,0,1,0,0,Bantamweight,KO/TKO Spinning Back Fist,2,2:34,UFC Fight Night,26-Mar-22,Chris Gutierrez
"Columbus, Ohio, USA",Aliaskhab Khizriev,Denis Tiuliulin,0,0,42,31,2,0,1,0,Middleweight,SUB Rear Naked Choke,2,1:58,UFC Fight Night,26-Mar-22,Aliaskhab Khizriev
"Columbus, Ohio, USA",Manon Fiorot,Jennifer Maia,0,0,83,37,2,1,0,0,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night,26-Mar-22,Manon Fiorot
"Columbus, Ohio, USA",Matheus Nicolau,David Dvorak,1,0,36,39,0,0,0,0,Flyweight,U-DEC,3,5:00,UFC Fight Night,26-Mar-22,Matheus Nicolau
"Columbus, Ohio, USA",Luis Saldana,Bruno Souza,0,0,84,66,2,1,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,26-Mar-22,Luis Saldana
"London, England, United Kingdom",Tom Aspinall,Alexander Volkov,0,0,29,13,2,0,1,0,Heavyweight,SUB Straight Armbar,1,3:45,UFC Fight Night,19-Mar-22,Tom Aspinall
"London, England, United Kingdom",Arnold Allen,Dan Hooker,0,0,49,14,0,0,0,0,Featherweight,KO/TKO Punches,1,2:33,UFC Fight Night,19-Mar-22,Arnold Allen
"London, England, United Kingdom",Paddy Pimblett,Kazula Vargas,0,0,3,7,1,0,1,0,Lightweight,SUB Rear Naked Choke,1,3:49,UFC Fight Night,19-Mar-22,Paddy Pimblett
"London, England, United Kingdom",Gunnar Nelson,Takashi Sato,0,0,44,9,3,0,1,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,19-Mar-22,Gunnar Nelson
"London, England, United Kingdom",Molly McCann,Luana Carolina,1,0,85,64,2,0,0,0,Women's Flyweight,KO/TKO Spinning Back Elbow,3,1:52,UFC Fight Night,19-Mar-22,Molly McCann
"London, England, United Kingdom",Ilia Topuria,Jai Herbert,1,1,20,22,1,0,0,0,Lightweight,KO/TKO Punch,2,1:07,UFC Fight Night,19-Mar-22,Ilia Topuria
"London, England, United Kingdom",Makwan Amirkhani,Mike Grundy,0,0,0,0,0,1,1,0,Featherweight,SUB Anaconda Choke,1,0:57,UFC Fight Night,19-Mar-22,Makwan Amirkhani
"London, England, United Kingdom",Sergei Pavlovich,Shamil Abdurakhimov,1,0,21,17,0,0,0,0,Heavyweight,KO/TKO Punches,1,4:03,UFC Fight Night,19-Mar-22,Sergei Pavlovich
"London, England, United Kingdom",Paul Craig,Nikita Krylov,0,0,2,19,1,1,1,0,Light Heavyweight,SUB Triangle Choke,1,3:57,UFC Fight Night,19-Mar-22,Paul Craig
"London, England, United Kingdom",Jack Shore,Timur Valiev,2,0,70,72,3,2,0,1,Bantamweight,U-DEC,3,5:00,UFC Fight Night,19-Mar-22,Jack Shore
"London, England, United Kingdom",Elise Reed,Cory McKenna,0,0,76,60,0,3,0,0,Women's Strawweight,S-DEC,3,5:00,UFC Fight Night,19-Mar-22,Elise Reed
"London, England, United Kingdom",Muhammad Mokaev,Cody Durden,1,0,2,1,0,1,1,0,Flyweight,SUB Guillotine Choke,1,0:58,UFC Fight Night,19-Mar-22,Muhammad Mokaev
"Las Vegas, Nevada, USA",Magomed Ankalaev,Thiago Santos,0,1,78,60,1,0,0,0,Light Heavyweight,U-DEC,5,5:00,UFC Fight Night,12-Mar-22,Magomed Ankalaev
"Las Vegas, Nevada, USA",Song Yadong,Marlon Moraes,1,0,14,9,0,0,0,0,Bantamweight,KO/TKO Punch,1,2:06,UFC Fight Night,12-Mar-22,Song Yadong
"Las Vegas, Nevada, USA",Sodiq Yusuff,Alex Caceres,0,0,64,66,1,1,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,12-Mar-22,Sodiq Yusuff
"Las Vegas, Nevada, USA",Khalil Rountree Jr.,Karl Roberson,2,0,26,17,0,0,0,0,Light Heavyweight,KO/TKO Punch,2,0:25,UFC Fight Night,12-Mar-22,Khalil Rountree Jr.
"Las Vegas, Nevada, USA",Drew Dober,Terrance McKinney,1,1,17,36,0,2,0,0,Lightweight,KO/TKO Punches,1,3:17,UFC Fight Night,12-Mar-22,Drew Dober
"Las Vegas, Nevada, USA",Alex Pereira,Bruno Silva,0,0,108,59,0,2,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night,12-Mar-22,Alex Pereira
"Las Vegas, Nevada, USA",Matthew Semelsberger,AJ Fletcher,0,0,40,34,1,4,0,2,Welterweight,U-DEC,3,5:00,UFC Fight Night,12-Mar-22,Matthew Semelsberger
"Las Vegas, Nevada, USA",JJ Aldrich,Gillian Robertson,0,0,60,52,0,1,0,0,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night,12-Mar-22,JJ Aldrich
"Las Vegas, Nevada, USA",Javid Basharat,Trevin Jones,0,0,89,62,0,0,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night,12-Mar-22,Javid Basharat
"Las Vegas, Nevada, USA",Damon Jackson,Kamuela Kirk,0,0,32,22,2,0,1,0,Featherweight,SUB Arm Triangle,2,4:42,UFC Fight Night,12-Mar-22,Damon Jackson
"Las Vegas, Nevada, USA",Miranda Maverick,Sabina Mazo,0,0,19,15,4,0,1,0,Women's Flyweight,SUB Rear Naked Choke,2,2:15,UFC Fight Night,12-Mar-22,Miranda Maverick
"Las Vegas, Nevada, USA",Cody Brundage,Dalcha Lungiambula,0,0,4,29,1,1,1,0,Middleweight,SUB Guillotine Choke,1,3:41,UFC Fight Night,12-Mar-22,Cody Brundage
"Las Vegas, Nevada, USA",Guido Cannetti,Kris Moutinho,0,0,28,11,0,0,0,0,Bantamweight,KO/TKO Punches,1,2:07,UFC Fight Night,12-Mar-22,Guido Cannetti
"Las Vegas, Nevada, USA",Azamat Murzakanov,Tafon Nchukwi,1,0,28,43,1,0,0,0,Light Heavyweight,KO/TKO Knee,3,0:44,UFC Fight Night,12-Mar-22,Azamat Murzakanov
"Las Vegas, Nevada, USA",Colby Covington,Jorge Masvidal,0,0,94,67,6,0,1,0,Welterweight,U-DEC,5,5:00,UFC 272,5-Mar-22,Colby Covington
"Las Vegas, Nevada, USA",Rafael Dos Anjos,Renato Moicano,1,0,149,88,5,0,0,0,Catch Weight,U-DEC,5,5:00,UFC 272,5-Mar-22,Rafael Dos Anjos
"Las Vegas, Nevada, USA",Bryce Mitchell,Edson Barboza,1,0,34,16,4,0,0,0,Featherweight,U-DEC,3,5:00,UFC 272,5-Mar-22,Bryce Mitchell
"Las Vegas, Nevada, USA",Kevin Holland,Alex Oliveira,1,0,50,21,0,2,0,1,Welterweight,KO/TKO Elbows,2,0:38,UFC 272,5-Mar-22,Kevin Holland
"Las Vegas, Nevada, USA",Serghei Spivac,Greg Hardy,0,0,14,7,3,0,0,0,Heavyweight,KO/TKO Punches,1,2:16,UFC 272,5-Mar-22,Serghei Spivac
"Las Vegas, Nevada, USA",Jalin Turner,Jamie Mullarkey,1,0,52,35,1,1,0,0,Lightweight,KO/TKO Punch,2,0:46,UFC 272,5-Mar-22,Jalin Turner
"Las Vegas, Nevada, USA",Marina Rodriguez,Yan Xiaonan,0,0,72,56,0,2,0,0,Women's Strawweight,S-DEC,3,5:00,UFC 272,5-Mar-22,Marina Rodriguez
"Las Vegas, Nevada, USA",Nicolae Negumereanu,Kennedy Nzechukwu,0,0,64,95,1,0,0,0,Light Heavyweight,S-DEC,3,5:00,UFC 272,5-Mar-22,Nicolae Negumereanu
"Las Vegas, Nevada, USA",Maryna Moroz,Mariya Agapova,0,0,28,16,2,0,3,0,Women's Flyweight,SUB Arm Triangle,2,3:27,UFC 272,5-Mar-22,Maryna Moroz
"Las Vegas, Nevada, USA",Umar Nurmagomedov,Brian Kelleher,0,0,18,1,1,0,1,0,Featherweight,SUB Rear Naked Choke,1,3:15,UFC 272,5-Mar-22,Umar Nurmagomedov
"Las Vegas, Nevada, USA",Tim Elliott,Tagir Ulanbekov,1,0,79,90,3,2,0,1,Flyweight,U-DEC,3,5:00,UFC 272,5-Mar-22,Tim Elliott
"Las Vegas, Nevada, USA",Ludovit Klein,Devonte Smith,0,0,60,53,0,0,0,0,Lightweight,S-DEC,3,5:00,UFC 272,5-Mar-22,Ludovit Klein
"Las Vegas, Nevada, USA",Dustin Jacoby,Michal Oleksiejczuk,0,0,89,69,1,1,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 272,5-Mar-22,Dustin Jacoby
"Las Vegas, Nevada, USA",Islam Makhachev,Bobby Green,0,0,14,9,1,0,0,0,Catch Weight,KO/TKO Punches,1,3:23,UFC Fight Night,26-Feb-22,Islam Makhachev
"Las Vegas, Nevada, USA",Wellington Turman,Misha Cirkunov,0,0,15,30,0,1,2,1,Middleweight,SUB Armbar,2,1:29,UFC Fight Night,26-Feb-22,Wellington Turman
"Las Vegas, Nevada, USA",Priscila Cachoeira,Ji Yeon Kim,0,0,102,170,1,0,0,0,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night,26-Feb-22,Priscila Cachoeira
"Las Vegas, Nevada, USA",Arman Tsarukyan,Joel Alvarez,0,0,36,7,2,0,0,0,Lightweight,KO/TKO Punches,2,1:57,UFC Fight Night,26-Feb-22,Arman Tsarukyan
"Las Vegas, Nevada, USA",Armen Petrosyan,Gregory Rodrigues,0,0,127,61,0,2,0,2,Middleweight,S-DEC,3,5:00,UFC Fight Night,26-Feb-22,Armen Petrosyan
"Las Vegas, Nevada, USA",Ignacio Bahamondes,Rongzhu,0,0,126,48,0,1,2,0,Lightweight,SUB Guillotine Choke,3,1:40,UFC Fight Night,26-Feb-22,Ignacio Bahamondes
"Las Vegas, Nevada, USA",Josiane Nunes,Ramona Pascual,2,0,98,52,0,3,0,0,Women's Featherweight,U-DEC,3,5:00,UFC Fight Night,26-Feb-22,Josiane Nunes
"Las Vegas, Nevada, USA",Terrance McKinney,Fares Ziam,0,0,3,1,0,0,1,0,Lightweight,SUB Rear Naked Choke,1,2:11,UFC Fight Night,26-Feb-22,Terrance McKinney
"Las Vegas, Nevada, USA",Jonathan Martinez,Alejandro Perez,0,1,74,52,0,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,26-Feb-22,Jonathan Martinez
"Las Vegas, Nevada, USA",Ramiz Brahimaj,Micheal Gillmore,0,0,0,0,1,0,3,0,Welterweight,SUB Rear Naked Choke,1,2:02,UFC Fight Night,26-Feb-22,Ramiz Brahimaj
"Las Vegas, Nevada, USA",Carlos Hernandez,Victor Altamirano,0,0,84,79,2,1,0,0,Flyweight,S-DEC,3,5:00,UFC Fight Night,26-Feb-22,Carlos Hernandez
"Las Vegas, Nevada, USA",Jamahal Hill,Johnny Walker,1,0,6,12,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,2:55,UFC Fight Night,19-Feb-22,Jamahal Hill
"Las Vegas, Nevada, USA",Kyle Daukaus,Jamie Pickett,0,0,6,5,3,0,2,0,Catch Weight,SUB D'Arce Choke,1,4:59,UFC Fight Night,19-Feb-22,Kyle Daukaus
"Las Vegas, Nevada, USA",Parker Porter,Alan Baudot,0,0,43,55,2,0,0,0,Heavyweight,U-DEC,3,5:00,UFC Fight Night,19-Feb-22,Parker Porter
"Las Vegas, Nevada, USA",Jim Miller,Nikolas Motta,1,0,48,21,0,0,0,0,Lightweight,KO/TKO Punch,2,1:58,UFC Fight Night,19-Feb-22,Jim Miller
"Las Vegas, Nevada, USA",Joaquin Buckley,Abdul Razak Alhassan,0,0,51,46,5,3,0,0,Middleweight,S-DEC,3,5:00,UFC Fight Night,19-Feb-22,Joaquin Buckley
"Las Vegas, Nevada, USA",David Onama,Gabriel Benitez,1,0,36,46,0,0,0,0,Featherweight,KO/TKO Punches,1,4:24,UFC Fight Night,19-Feb-22,David Onama
"Las Vegas, Nevada, USA",Stephanie Egger,Jessica-Rose Clark,0,0,5,2,2,1,1,0,Women's Bantamweight,SUB Armbar,1,3:44,UFC Fight Night,19-Feb-22,Stephanie Egger
"Las Vegas, Nevada, USA",Chas Skelly,Mark Striegl,1,0,14,8,1,0,0,0,Featherweight,KO/TKO Knee,2,2:01,UFC Fight Night,19-Feb-22,Chas Skelly
"Las Vegas, Nevada, USA",Gloria de Paula,Diana Belbita,0,0,88,87,1,0,0,0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night,19-Feb-22,Gloria de Paula
"Las Vegas, Nevada, USA",Chad Anheliger,Jesse Strader,2,0,67,64,0,4,2,0,Bantamweight,KO/TKO Punch,3,3:33,UFC Fight Night,19-Feb-22,Chad Anheliger
"Las Vegas, Nevada, USA",Jonathan Pearce,Christian Rodriguez,0,0,18,26,6,2,2,3,Featherweight,U-DEC,3,5:00,UFC Fight Night,19-Feb-22,Jonathan Pearce
"Las Vegas, Nevada, USA",Mario Bautista,Jay Perrin,0,0,72,42,4,2,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night,19-Feb-22,Mario Bautista
"Houston, Texas, USA",Israel Adesanya,Robert Whittaker,1,0,79,59,0,4,0,0,Middleweight,U-DEC,5,5:00,UFC 271,12-Feb-22,Israel Adesanya
"Houston, Texas, USA",Tai Tuivasa,Derrick Lewis,1,0,24,27,0,2,0,0,Heavyweight,KO/TKO Elbow,2,1:40,UFC 271,12-Feb-22,Tai Tuivasa
"Houston, Texas, USA",Jared Cannonier,Derek Brunson,0,1,55,43,1,3,0,1,Middleweight,KO/TKO Elbows,2,4:29,UFC 271,12-Feb-22,Jared Cannonier
"Houston, Texas, USA",Renato Moicano,Alexander Hernandez,0,0,33,37,2,0,1,0,Lightweight,SUB Rear Naked Choke,2,1:23,UFC 271,12-Feb-22,Renato Moicano
"Houston, Texas, USA",Bobby Green,Nasrat Haqparast,0,0,188,76,0,0,0,0,Lightweight,U-DEC,3,5:00,UFC 271,12-Feb-22,Bobby Green
"Houston, Texas, USA",Andrei Arlovski,Jared Vanderaa,0,0,64,70,0,0,0,0,Heavyweight,S-DEC,3,5:00,UFC 271,12-Feb-22,Andrei Arlovski
"Houston, Texas, USA",Casey O'Neill,Roxanne Modafferi,0,0,229,120,0,2,0,0,Women's Flyweight,S-DEC,3,5:00,UFC 271,12-Feb-22,Casey O'Neill
"Houston, Texas, USA",Kyler Phillips,Marcelo Rojo,0,0,80,55,3,0,2,0,Bantamweight,SUB Triangle Armbar,3,1:48,UFC 271,12-Feb-22,Kyler Phillips
"Houston, Texas, USA",Carlos Ulberg,Fabio Cherant,0,0,66,13,2,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 271,12-Feb-22,Carlos Ulberg
"Houston, Texas, USA",Ronnie Lawrence,Mana Martinez,3,2,46,39,6,0,0,1,Bantamweight,U-DEC,3,5:00,UFC 271,12-Feb-22,Ronnie Lawrence
"Houston, Texas, USA",Jacob Malkoun,AJ Dobson,0,0,80,52,6,0,0,0,Middleweight,U-DEC,3,5:00,UFC 271,12-Feb-22,Jacob Malkoun
"Houston, Texas, USA",Douglas Silva de Andrade,Sergey Morozov,3,1,37,32,0,1,2,0,Bantamweight,SUB Rear Naked Choke,2,3:24,UFC 271,12-Feb-22,Douglas Silva de Andrade
"Houston, Texas, USA",Jeremiah Wells,Blood Diamond,0,0,15,1,1,0,1,0,Welterweight,SUB Rear Naked Choke,1,4:38,UFC 271,12-Feb-22,Jeremiah Wells
"Houston, Texas, USA",Maxim Grishin,William Knight,0,0,69,21,0,3,0,0,Heavyweight,U-DEC,3,5:00,UFC 271,12-Feb-22,Maxim Grishin
"Las Vegas, Nevada, USA",Sean Strickland,Jack Hermansson,0,0,153,137,0,0,0,0,Middleweight,S-DEC,5,5:00,UFC Fight Night,5-Feb-22,Sean Strickland
"Las Vegas, Nevada, USA",Nick Maximov,Punahele Soriano,0,0,29,45,11,0,1,0,Middleweight,S-DEC,3,5:00,UFC Fight Night,5-Feb-22,Nick Maximov
"Las Vegas, Nevada, USA",Shavkat Rakhmonov,Carlston Harris,1,0,13,10,1,0,0,0,Welterweight,KO/TKO Kick,1,4:10,UFC Fight Night,5-Feb-22,Shavkat Rakhmonov
"Las Vegas, Nevada, USA",Brendan Allen,Sam Alvey,1,0,36,24,0,0,1,0,Light Heavyweight,SUB Rear Naked Choke,2,2:10,UFC Fight Night,5-Feb-22,Brendan Allen
"Las Vegas, Nevada, USA",Bryan Battle,Tresean Gore,0,0,112,57,1,2,0,1,Middleweight,U-DEC,3,5:00,UFC Fight Night,5-Feb-22,Bryan Battle
"Las Vegas, Nevada, USA",Julian Erosa,Steven Peterson,0,0,155,148,3,0,0,2,Featherweight,S-DEC,3,5:00,UFC Fight Night,5-Feb-22,Julian Erosa
"Las Vegas, Nevada, USA",John Castaneda,Miles Johns,1,0,58,34,0,0,1,0,Bantamweight,SUB Arm Triangle,3,1:38,UFC Fight Night,5-Feb-22,John Castaneda
"Las Vegas, Nevada, USA",Hakeem Dawodu,Michael Trizano,0,0,141,70,0,1,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,5-Feb-22,Hakeem Dawodu
"Las Vegas, Nevada, USA",Chidi Njokuani,Marc-Andre Barriault,1,0,11,2,0,0,0,0,Middleweight,KO/TKO Punches,1,0:16,UFC Fight Night,5-Feb-22,Chidi Njokuani
"Las Vegas, Nevada, USA",Alexis Davis,Julija Stoliarenko,0,0,85,56,1,0,0,3,Women's Bantamweight,U-DEC,3,5:00,UFC Fight Night,5-Feb-22,Alexis Davis
"Las Vegas, Nevada, USA",Jailton Almeida,Danilo Marques,0,0,30,0,2,0,0,0,Light Heavyweight,KO/TKO Punches,1,2:57,UFC Fight Night,5-Feb-22,Jailton Almeida
"Las Vegas, Nevada, USA",Phil Rowe,Jason Witt,1,0,8,8,0,4,0,0,Welterweight,KO/TKO Punches,2,2:15,UFC Fight Night,5-Feb-22,Phil Rowe
"Las Vegas, Nevada, USA",Malcolm Gordon,Denys Bondar,0,0,3,4,1,1,1,0,Flyweight,KO/TKO,1,1:22,UFC Fight Night,5-Feb-22,Malcolm Gordon
"Anaheim, California, USA",Francis Ngannou,Ciryl Gane,0,0,43,63,4,1,0,3,Heavyweight,U-DEC,5,5:00,UFC 270,22-Jan-22,Francis Ngannou
"Anaheim, California, USA",Deiveson Figueiredo,Brandon Moreno,3,0,86,105,2,1,0,0,Flyweight,U-DEC,5,5:00,UFC 270,22-Jan-22,Deiveson Figueiredo
"Anaheim, California, USA",Michel Pereira,Andre Fialho,0,0,107,45,1,0,0,0,Welterweight,U-DEC,3,5:00,UFC 270,22-Jan-22,Michel Pereira
"Anaheim, California, USA",Said Nurmagomedov,Cody Stamann,0,0,7,1,0,0,1,0,Bantamweight,SUB Guillotine Choke,1,0:47,UFC 270,22-Jan-22,Said Nurmagomedov
"Anaheim, California, USA",Michael Morales,Trevin Giles,1,0,26,8,0,1,0,1,Welterweight,KO/TKO Punches,1,4:06,UFC 270,22-Jan-22,Michael Morales
"Anaheim, California, USA",Victor Henry,Raoni Barcelos,0,0,181,134,0,1,0,0,Bantamweight,U-DEC,3,5:00,UFC 270,22-Jan-22,Victor Henry
"Anaheim, California, USA",Jack Della Maddalena,Pete Rodriguez,1,0,43,25,0,0,0,0,Welterweight,KO/TKO Punch,1,2:59,UFC 270,22-Jan-22,Jack Della Maddalena
"Anaheim, California, USA",Tony Gravely,Saimon Oliveira,0,0,46,35,11,0,0,4,Bantamweight,U-DEC,3,5:00,UFC 270,22-Jan-22,Tony Gravely
"Anaheim, California, USA",Matt Frevola,Genaro Valdez,4,0,60,10,0,0,0,0,Lightweight,KO/TKO Punches,1,3:15,UFC 270,22-Jan-22,Matt Frevola
"Anaheim, California, USA",Vanessa Demopoulos,Silvana Gomez Juarez,0,1,4,10,0,0,2,0,Women's Strawweight,SUB Armbar,1,2:25,UFC 270,22-Jan-22,Vanessa Demopoulos
"Anaheim, California, USA",Jasmine Jasudavicius,Kay Hansen,0,0,50,44,2,1,0,0,Women's Flyweight,U-DEC,3,5:00,UFC 270,22-Jan-22,Jasmine Jasudavicius
"Las Vegas, Nevada, USA",Calvin Kattar,Giga Chikadze,1,0,144,128,2,0,1,0,Featherweight,U-DEC,5,5:00,UFC Fight Night,15-Jan-22,Calvin Kattar
"Las Vegas, Nevada, USA",Jake Collier,Chase Sherman,0,0,20,10,1,0,1,0,Heavyweight,SUB Rear Naked Choke,1,2:26,UFC Fight Night,15-Jan-22,Jake Collier
"Las Vegas, Nevada, USA",Brandon Royval,Rogerio Bontorin,0,0,40,28,0,8,3,0,Flyweight,S-DEC,3,5:00,UFC Fight Night,15-Jan-22,Brandon Royval
"Las Vegas, Nevada, USA",Katlyn Chookagian,Jennifer Maia,0,0,72,52,1,0,0,0,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night,15-Jan-22,Katlyn Chookagian
"Las Vegas, Nevada, USA",Viacheslav Borshchev,Dakota Bush,1,0,16,11,0,2,0,0,Lightweight,KO/TKO Punch,1,3:47,UFC Fight Night,15-Jan-22,Viacheslav Borshchev
"Las Vegas, Nevada, USA",Bill Algeo,Joanderson Brito,0,0,59,40,2,2,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,15-Jan-22,Bill Algeo
"Las Vegas, Nevada, USA",Jamie Pickett,Joseph Holmes,0,0,50,51,2,0,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night,15-Jan-22,Jamie Pickett
"Las Vegas, Nevada, USA",Court McGee,Ramiz Brahimaj,1,0,54,32,5,1,1,1,Welterweight,U-DEC,3,5:00,UFC Fight Night,15-Jan-22,Court McGee
"Las Vegas, Nevada, USA",Brian Kelleher,Kevin Croom,1,0,38,60,6,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,15-Jan-22,Brian Kelleher
"Las Vegas, Nevada, USA",TJ Brown,Charles Rosa,0,0,58,46,6,0,3,1,Lightweight,U-DEC,3,5:00,UFC Fight Night,15-Jan-22,TJ Brown
"Las Vegas, Nevada, USA",Derrick Lewis,Chris Daukaus,1,0,14,10,0,0,0,0,Heavyweight,KO/TKO Punches,1,3:36,UFC Fight Night,18-Dec-21,Derrick Lewis
"Las Vegas, Nevada, USA",Belal Muhammad,Stephen Thompson,0,0,58,19,7,0,1,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,18-Dec-21,Belal Muhammad
"Las Vegas, Nevada, USA",Amanda Lemos,Angela Hill,1,0,50,48,0,1,0,0,Women's Strawweight,S-DEC,3,5:00,UFC Fight Night,18-Dec-21,Amanda Lemos
"Las Vegas, Nevada, USA",Ricky Simon,Raphael Assuncao,1,0,18,7,2,0,0,0,Bantamweight,KO/TKO Punch,2,2:14,UFC Fight Night,18-Dec-21,Ricky Simon
"Las Vegas, Nevada, USA",Mateusz Gamrot,Diego Ferreira,0,0,25,36,4,0,0,0,Lightweight,KO/TKO Knee,2,3:26,UFC Fight Night,18-Dec-21,Mateusz Gamrot
"Las Vegas, Nevada, USA",Cub Swanson,Darren Elkins,1,0,18,2,0,0,0,0,Featherweight,KO/TKO Punches,1,2:12,UFC Fight Night,18-Dec-21,Cub Swanson
"Las Vegas, Nevada, USA",Gerald Meerschaert,Dustin Stoltzfus,0,0,11,12,1,4,3,1,Middleweight,SUB Rear Naked Choke,3,2:58,UFC Fight Night,18-Dec-21,Gerald Meerschaert
"Las Vegas, Nevada, USA",Justin Tafa,Harry Hunsucker,1,0,5,5,0,0,0,1,Heavyweight,KO/TKO Kick,1,1:53,UFC Fight Night,18-Dec-21,Justin Tafa
"Las Vegas, Nevada, USA",Melissa Gatto,Sijara Eubanks,1,0,17,14,0,1,0,0,Women's Flyweight,KO/TKO Kick,3,0:45,UFC Fight Night,18-Dec-21,Melissa Gatto
"Las Vegas, Nevada, USA",Charles Jourdain,Andre Ewell,0,0,137,56,0,1,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,18-Dec-21,Charles Jourdain
"Las Vegas, Nevada, USA",Raquel Pennington,Macy Chiasson,0,0,45,26,0,1,1,0,Women's Featherweight,SUB Guillotine Choke,2,3:07,UFC Fight Night,18-Dec-21,Raquel Pennington
"Las Vegas, Nevada, USA",Don'Tale Mayes,Josh Parisian,0,0,25,10,6,0,0,0,Heavyweight,KO/TKO Elbows,3,3:26,UFC Fight Night,18-Dec-21,Don'Tale Mayes
"Las Vegas, Nevada, USA",Jordan Leavitt,Matt Sayles,0,0,9,13,1,1,3,1,Lightweight,SUB Inverted Triangle,2,2:05,UFC Fight Night,18-Dec-21,Jordan Leavitt
"Las Vegas, Nevada, USA",Charles Oliveira,Dustin Poirier,0,1,73,58,0,0,3,0,Lightweight,SUB Rear Naked Choke,3,1:02,UFC 269,11-Dec-21,Charles Oliveira
"Las Vegas, Nevada, USA",Julianna Pena,Amanda Nunes,0,0,79,46,1,1,1,0,Women's Bantamweight,SUB Rear Naked Choke,2,3:26,UFC 269,11-Dec-21,Julianna Pena
"Las Vegas, Nevada, USA",Geoff Neal,Santiago Ponzinibbio,0,0,85,91,0,1,0,0,Welterweight,S-DEC,3,5:00,UFC 269,11-Dec-21,Geoff Neal
"Las Vegas, Nevada, USA",Kai Kara-France,Cody Garbrandt,2,0,23,9,0,0,0,0,Flyweight,KO/TKO Punches,1,3:21,UFC 269,11-Dec-21,Kai Kara-France
"Las Vegas, Nevada, USA",Sean O'Malley,Raulian Paiva,1,0,39,11,0,0,0,0,Bantamweight,KO/TKO Punches,1,4:42,UFC 269,11-Dec-21,Sean O'Malley
"Las Vegas, Nevada, USA",Josh Emmett,Dan Ige,1,0,60,70,0,1,0,0,Featherweight,U-DEC,3,5:00,UFC 269,11-Dec-21,Josh Emmett
"Las Vegas, Nevada, USA",Dominick Cruz,Pedro Munhoz,0,1,103,74,1,0,0,0,Bantamweight,U-DEC,3,5:00,UFC 269,11-Dec-21,Dominick Cruz
"Las Vegas, Nevada, USA",Tai Tuivasa,Augusto Sakai,1,0,34,21,0,0,0,0,Heavyweight,KO/TKO Punches,2,0:26,UFC 269,11-Dec-21,Tai Tuivasa
"Las Vegas, Nevada, USA",Bruno Silva,Jordan Wright,1,0,19,20,0,0,0,0,Middleweight,KO/TKO Punches,1,1:28,UFC 269,11-Dec-21,Bruno Silva
"Las Vegas, Nevada, USA",Andre Muniz,Eryk Anders,0,0,8,3,2,0,2,0,Middleweight,SUB Armbar,1,3:13,UFC 269,11-Dec-21,Andre Muniz
"Las Vegas, Nevada, USA",Erin Blanchfield,Miranda Maverick,0,0,46,21,7,0,1,0,Women's Flyweight,U-DEC,3,5:00,UFC 269,11-Dec-21,Erin Blanchfield
"Las Vegas, Nevada, USA",Ryan Hall,Darrick Minner,0,0,40,26,0,1,7,0,Featherweight,U-DEC,3,5:00,UFC 269,11-Dec-21,Ryan Hall
